"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
25,6,"UP","0625LA001",NA,NA,"","",25,6,"UP","0625LA001",NA,"",25,6,1,5,0,"AM",1,0,0,0,3,NA,"LONG BEACH","18.02",6,64,1,1,0,"E","",NA,"4,101","6","N","YARD 005","1","",2,"NATX","303400",31,"Y","",NA,0,"",0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,1,0,0,0,0,"500","0","H306","H702",0,0,0,0,"H306",2,"1",3,"423,279",NA,"06C037",0,0,0,0,0,0,0,NA,NA,NA,NA,3,7,NA,"CL",NA,"",NA,"691",NA,2025,0,0,0,0,0,0,"LOS ANGELES",37,NA,NA,NA,"N","1912",0,"LOG42-31, WHILE SWITCHING MEAD YARD, THE CREW MADE FOUR SHOVE MOVES INTO TRACK 5, TOTALING 2,551 OF","TOTAL SHOVE. AT SOME POINT DURING THE SHOVE MOVES, THEY SHOVED 1.5 TANK CARS THROUGH THE SWITCH ON T","HE WEST END OF TRACK 5, RUNNING THROUGH THE SWITCH. THEY THEN MADE A REVERSE MOVE PULLING EASTWARD 1",",228 WHERE THEY DERAILED TWO TANK CARS, CAUSING THE CARS TO TRAVERSE UP THE LEAD INTO TRACK 7, WHERE","THE CUT OF CARS STRUCK A STANDING TANK CAR IN TRACK 7, THEN CONTINUED DOWN TO STRIKE A STANDING TAN","K CAR IN TRACK 6. INVESTIGATION FOUND FIVE TOTAL CARS DERAILED. CONDUCTOR/PILOT ONLY VERIFIED THE WE","ST END OF THE TRACKS ONE TIME AND NEVER PROTECTED THE POINTS DURING ANY OF THE SHOVE MOVES.","","","","","","","","",0,33.780384,-118.217639,2,5,"L","","","LONG BEACH (LEASED-P"
25,6,"CNRW","1726849",NA,NA,"","",25,6,"CNRW","1726849",NA,"",25,6,26,10,0,"PM",1,0,0,0,0,NA,"GREEN BAY","1.4",55,64,4,3,0,"","",NA,"0","6","N","G002","","",2,"PROX","048152",2,"N","",NA,0,"",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"509","0","T221","",0,0,0,0,"T221",2,"1",3,"31,275",NA,"55C009",0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,NA,"1",NA,"",NA,"420",NA,2025,0,0,0,0,0,0,"BROWN",9,NA,NA,NA,"N","",NA,"THE CREW WAS SHOVING 75 CARS NORTH INTO TRACK G003 TO CONDUCT AN AIR TEST ON THE BLOCK IN THE TRACK.","THE CONDUCTOR, STATIONED AT THE POINT, HALTED THE MOVEMENT AT THE NORTH END, HE DISEMBARKED, ATTACH","ED AN END-OF-TRAIN (EOT) DEVICE, AND STARTED WALKING SOUTH ALONG TRACK G003 FOR THE AIR TEST. DURING","THIS PROCESS, HE NOTICED TWO CARS, LINE 23 AND 24, DERAILED AND LEANING AGAINST TWO CARS ON THE NEI","GHBORING TRACK G002.","","","","","","","","","","",NA,44.531237,-88.018308,2,5,"","","","FOX RIVER"
25,6,"MNCW","85637",NA,NA,"","",25,6,"MNCW","85637",NA,"",25,6,20,11,20,"AM",12,0,0,0,0,NA,"NEW ROCHELLE","16.7",36,72,2,1,4,"E","BR 1",1,"0","A","Y","TRACK 10","1","",2,"MNCW","001515",1,"N","",NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"20,800","0","H997","H999",0,0,0,0,"H997",2,"1",4,"35,800",NA,"36C119",0,0,0,1,0,0,0,4,54,NA,NA,1,1,NA,"3",NA,"",NA,"89",NA,2025,0,0,0,0,0,0,"WESTCHESTER",119,0,0,NA,"N","46",1,"MNR REGULATOR BR1515 AND THE MNR TAMPER ME6002 COLLIDED ON TRACK 10 IN NEW ROCHELLE YARD.","","","","","","","","","","","","","","",0,40.914764,-73.781241,2,5,"L","","","MNR NEW HAVEN LINE"
25,6,"KYLE","KYL231325D",NA,NA,"","",25,6,"KYLE","KYL231325D",NA,"",25,6,16,7,0,"PM",1,0,0,0,0,NA,"DOWNS","538",20,85,4,1,8,"R","KYGD",3,"8,700","1","Y","STOCKTON LEAD","X","",2,"UP","103315",29,"Y","",NA,0,"",3,0,0,0,0,0,0,0,0,0,37,0,20,0,0,3,0,0,0,0,"75,000","20,000","T001","",0,0,0,0,"T001",2,"X",8,"95,000",NA,"20C141",0,0,0,1,0,1,0,8,NA,8,NA,1,6,NA,"Cl",NA,"",NA,"554",NA,2025,0,0,0,0,0,0,"OSBORNE",141,NA,NA,NA,"N","3645",1,"ROAD CREW HAD JUST FINISHED LOADING AT A CUSTOMER FACILITY AND WERE IN THE PROCESS OF SPOTTING ADDIT","IONAL EMPTY COVERED HOPPERS FOR FUTURE LOADING. THE CREW WAS HOLDING ONTO A CUT OF 57 CARS AND WERE","PULLING BACK INTO THE CUSTOMER TRACK WHEN THEIR TRAIN WENT INTO EMERGENCY. THE CONDUCTOR WALKED THE","TRAIN AND FOUND TWO (2) LOADED CARS OVERTURNED ON THEIR SIDE AND ONE (1) LOADED CAR WHICH REMAINED U","PRIGHT BUT HAD TWO WHEELS OFF OF THE RAIL. DAMAGE WAS ALSO FOUND TO THE CAR AHEAD OF THESE THREE CAR","S THAT HAD DAMAGE TO THE DRAWBAR AND COUPLER ASSEMBLY.","","","","","","","","","",0,39.501938,-98.547374,2,5,"","","","CONCORDIA"
25,6,"NS","160359",NA,NA,"","",25,6,"NS","160359",NA,"",25,6,13,8,5,"AM",1,99,13,0,0,NA,"BEAR","WO013.",10,78,2,1,7,"E","66XH",1,"13,568","1","Y","NEW CASTLE SECONDARY","1","",2,"GBRX","706038",30,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,101,0,0,0,0,13,0,0,0,0,"42,091","195,440","H519","",0,0,0,0,"H519",2,"1",7,"237,531",NA,"10C003",0,0,0,1,0,1,0,9,NA,9,NA,1,2,NA,"1",NA,"",NA,"250",NA,2025,0,0,0,0,0,0,"NEW CASTLE",3,NA,NA,NA,"N","6145",1,"66XH209 WITH ENGINES NS 8086 & NS 1827 WITH 101 LOADS/0 EMPTIES/ 13981 TONS/ 6,145 FT PULLING NORTH","THROUGH DELPRO YARD ON TO NEW CASTLE SECONDARY DERAILED POSITION #28- 43 ON DELPRO LEAD. 13 CARS TOT","AL DERAILED DUE TO RAPID ADJUSTMENT DYNAMIC BRAKE.","","","","","","","","","","","","",0,39.602868,-75.689799,2,5,"K","","","NEW CASTLE SEC."
25,6,"ATK","187246",NA,NA,"","",25,6,"ATK","187246",NA,"",25,6,27,3,25,"PM",1,0,0,0,0,NA,"WILMINGTON","0000.0",10,70,2,2,7,"R","N/A",2,"0","8","Y","O TRACK WIL SHOPS","1","0",2,"AMT","000726",1,"N","",NA,0,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,918","2,800","H702","H399",0,0,0,0,"H702",2,"1",7,"122,718",NA,"10C003",0,0,0,1,1,1,1,8,25,8,25,1,2,NA,"6",NA,"",NA,"608",NA,2025,0,0,0,0,0,0,"NEW CASTLE",3,NA,NA,NA,"N","59",1,"Eng KP-701 was operating South with lite E/726 on the O track at the Wilmington Shops after dropping","off an Acela set. Cond on the KP-701 was riding the rear of E/726 after just cutting away. Eng on K","P-812 was on protect duty and was helping the KP-701 finish their work, by spotting the Acela set. I","t was asked where the E/726 needed to go, and one engineer told the other South end of the Wreck. Th","e engineer didn’t realize how close E-726 was and removed the switch from the keeper to throw it for","the North end of the Wreck, at which time the lead wheels picked the switch and derailed E/726 front","trucks.","","","","","","","","",0,39.737263,-75.551095,2,5,"L","","","NORTHEAST CORRIDOR"
25,6,"MBTA","2577",NA,NA,"","",25,6,"MBTA","2577",NA,"",25,6,17,5,27,"AM",13,0,0,0,0,NA,"ACTON","24.5",25,60,1,3,55,"E","T-40",3,"0","B","Y","2","4","4.89",1,"MBTA","001805",1,"Y","",NA,0,"",0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"23,111","0","M404","",0,0,0,0,"M404",1,"4",55,"23,111",NA,"25C017",0,0,0,1,0,1,1,2,2,2,2,1,1,NA,"3",NA,"",NA,"101",NA,2025,0,0,0,0,0,0,"MIDDLESEX",17,0,0,NA,"Y","405",1,"TRAIN 400 WITH CC 1805 STRUCK A TREE AT THE ABOVE MP ON THE #2 TRACK CAUSING DAMAGE TO PLOW AND STEP","S","","","","","","","","","","","","","",0,42.460049,-71.445606,1,1,"","","","SYSTEM"
25,6,"UP","0625HL040",NA,NA,"","",25,6,"UP","0625HL040",NA,"",25,6,27,12,50,"PM",1,0,0,0,0,NA,"KANSAS CITY","4.1",20,85,2,1,3,"E","YKS1",4,"1,182","7","Y","YARD 141","1","",2,"CRNX","094174",5,"N","",NA,0,"",2,0,2,0,0,0,0,0,0,0,6,0,13,0,0,0,0,5,0,0,"22,872","1,956","H702","",0,0,0,0,"H702",2,"1",3,"24,828",NA,"20C209",0,0,0,1,0,0,0,6,20,NA,NA,1,6,NA,"CL",NA,"",NA,"505",NA,2025,0,0,0,0,0,0,"WYANDOTTE",209,NA,NA,NA,"N","1032",1,"YKS87R RECEIVED AUTHORITY FROM YKS10R-27 TO ENTER THEIR RCL ZONE TO DEPART OUT OF SOUTH 1, WITH PERM","ISSION TO LEAVE SWITCH LINED FOR SOUTH 1 BEHIND THEIR MOVE. ONCE THE 87R CLEARED THE ZONE THEY REPOR","TED THIS TO THE YKS10R. YKS10R THEN BEGAN PULLINGOUT OF THE BOWL WITHOUT RESTORING THE SOUTH 1 SWITC","H BACK FOR NORMAL POSITION. THIS RESULTED IN JOB RUNNING THROUGH THE SWITCH WITHOUT REALIZING IT. JO","B THEN REVERSED DIRECTION WHICH RESULTED IN THE DERAILMENT OF 5 CARS ON THE PREVIOUSLY RUN-THROUGHSW","ITCH.","","","","","","","","","",1,39.094918,-94.655107,2,5,"K","","","K.C. METRO (KANSAS)"
25,6,"BNSF","KS0625117",NA,NA,"","",25,6,"BNSF","KS0625117",NA,"",25,6,30,3,43,"PM",1,0,0,0,0,NA,"EMPORIA","112.7",20,80,2,1,3,"E","YEMP",3,"1,000","7","Y","6715","1","0",2,"BNGX","030853",15,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,"31,265","12,017","H704","",0,0,0,0,"H704",2,"1",3,"43,282",NA,"20C111",0,0,0,1,0,1,1,1,13,1,13,1,6,NA,"1",NA,"",NA,"282",NA,2025,0,0,0,0,0,0,"LYON",111,NA,NA,NA,"N","600",3,"Y-EMP2011-30A WAS PULLING IN YARD TRACK AND DERAILED 8 RAILCARS ON THE EAST END OF THE WINDMILL TRAC","K DUE TO PREVIOUSLY RUN THROUGH SWITCH. DIVISION IS CURRENTLY INVESTIGATING AN ALLEGED TRAIN THAT RA","IN THROUGH A SWITCH TRAILING POINT CAUSING SWITCHTO BE BROKEN. NO HAZMAT RELEASED.","","","","","","","","","","","","",0,38.400274,-96.198149,2,5,"K","","","EMPORIA"
25,6,"KNWA","250626002",NA,NA,"","",25,6,"KNWA","250626002",NA,"517122L",25,6,26,9,5,"AM",7,0,0,0,0,NA,"NITRO","168.8",54,85,2,1,20,"R","KN40",2,"262","1","Y","SINGLE MAIN","2","1.12",1,"WAMX","003902",1,"N","",NA,0,"",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"4,998","31,682","M308","",0,1,0,1,"M308",1,"2",20,"36,680",NA,"54C079",1,0,0,1,0,1,0,3,5,3,5,1,2,NA,"3",NA,"",NA,"402",NA,2025,0,0,0,0,0,1,"PUTNAM",79,NA,NA,NA,"N","114",2,"AT APPROXIMATELY 09:05 WHEN RETURNING FROM SERVICING A CUSTOMER, THE KN40 HAD A FLATBED TRUCK PULL O","NTO THE CROSSING AHEAD OF THEM ON THE CONNECTOR BETWEEN MCJUNKIN RD AND 1ST AVE. THE TRAIN STRUCK TH","E AUTOMOBILE, CAUSING IT TO SPIN INTO THE CROSSING LIGHTS AND KNOCKING THEM DOWN. THE TRUCK WAS ABLE","TO DRIVE FROM THE SCENE AND THE LOCOMOTIVE RECEIVED SOME DAMAGE TO THE FRONT END THAT NEEDED REPAIR","S.","","","","","","","","","","",0,38.443035,-81.83239,2,2,"P","","","KANAWHA"
25,6,"NS","160513",NA,NA,"","",25,6,"NS","160513",NA,"",25,6,28,10,0,"PM",13,0,0,0,0,NA,"MUSCLE SHOALS","401.00",1,85,4,1,4,"E","NOTR",4,"0","8","Y","SOUTH PULLOUT","1","",2,"NS","008046",1,"N","",NA,0,"",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,659","3,875","H702","",0,0,0,0,"H702",2,"1",4,"30,534",NA,"01C033",0,0,0,1,0,0,0,11,15,NA,NA,1,3,NA,"1",NA,"",NA,"322",NA,2025,0,0,0,0,0,0,"COLBERT",33,NA,NA,NA,"N","125",1,"WHILE FOLLOWING THE PULLBACK OUT OF FT03 WITH LIGHT POWER, THE A79 PULLED HIGH OF THE THROUGHFARE SW","ITCH IN AN EAST DIRECTION. ONCE THE CONDUCTOR ALIGNED THE THOROUGHFARE SWITCH DIRECTION WAS GIVEN TO","SHOVE WEST TO GO TO THE ENGINE SHOP, THE LEAD LOCOMOTIVE NS 8046 DERAILED THE LEAD 3 AXLES NEAR THE","SOUTH PULLOUT SWITCH.","","","","","","","","","","","",0,34.712551,-87.616783,2,5,"K","","","MEMPHIS EAST"
25,6,"CW","11062025",NA,NA,"","",25,6,"CW","11062025",NA,"",25,6,12,4,40,"PM",1,0,0,0,0,NA,"PUEBLO","",8,60,2,1,4,"E","21",4,"0","7","","487","X","",2,"CW","005129",1,"Y","",NA,0,"N",1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,"1,797","21,368","T110","",0,0,0,0,"T110",2,"X",4,"23,165",NA,"08C101",0,0,0,1,0,1,1,2,40,2,40,1,6,NA,"3",NA,"",NA,"80",NA,2025,0,0,0,0,0,0,"PUEBLO",101,NA,NA,NA,"N","392",1,"CREW WAS PULLING SEVEN LOADS OUT OF 487 WHEN RAIL SPREAD CAUSING CARS TO DERAIL.","","","","","","","","","","","","","","",0,38.236955,-104.600794,2,5,"","","","PUEBLO"
25,6,"NS","160341",NA,NA,"","",25,6,"NS","160341",NA,"",25,6,12,1,30,"AM",13,0,0,0,0,NA,"VANCE","AG179.",1,74,4,2,6,"R","A44A",2,"5,891","1","Y","MERCEDES SIDING","5","",3,"TTGX","696241",72,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,4,0,0,0,0,"14,939","69,209","H306","H702",0,0,0,0,"H306",3,"5",6,"84,148",NA,"01C125",0,0,0,1,0,1,0,5,30,5,30,1,3,NA,"1",NA,"",NA,"126",NA,2025,0,0,0,0,0,0,"TUSCALOOSA",125,0,0,NA,"N","7234",1,"A44A711 WHILE SHOVING SOUTH IN MERCEDES SIDING WITH 75 LOADS SHOVED THROUGH THE SWITCH AT BENZ, PULL","ED NORTH DERAILING 4 LOADS","","","","","","","","","","","","","",0,33.17288,-87.254588,1,1,"J","","","AGS SOUTH"
25,6,"KYLE","KYL225625D",NA,NA,"","",25,6,"KYLE","KYL225625D",NA,"",25,6,9,6,0,"PM",1,0,0,0,0,NA,"SIMPSON","47",20,85,3,1,10,"R","KYLS",4,"7,600","1","Y","SINGLE MAIN TRACK","1","15.56",1,"GACX","077785",88,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,36,0,88,0,0,5,0,6,0,0,"40,000","30,000","T001","",0,0,0,0,"T001",1,"1",10,"70,000",NA,"20C123",0,0,0,1,0,1,0,2,NA,2,NA,1,6,NA,"Cl",NA,"",NA,"334",NA,2025,0,0,0,0,0,0,"MITCHELL",123,NA,NA,NA,"N","7200",2,"MANIFEST CREW WAS WORKING WEST ON THE SOLOMON SUBDIVISION. AT APPROXIMATELY 1800 HRS AS THE CREW WAS","TRAVERSING THROUGH SIMPSON KS THE CREW FELT THE TRAIN PULLING HARDER THEN IT SHOULD HAVE BEEN FOR T","HIS AREA. THE CREW STOPPED THE TRAIN; THE CONDUCTOR BEGAN WALKING THE TRAIN AND FOUND 11 CARS HAD DE","RAILED. THE CARS REMAINED UPRIGHT.","","","","","","","","","","","",0,39.386474,-97.933137,2,2,"","","","SOLOMON"
25,6,"NS","160249",NA,NA,"","",25,6,"NS","160249",NA,"732096N",25,6,4,10,22,"AM",7,2,0,0,0,NA,"MOSCOW","512.64",47,86,2,1,40,"E","A95A",3,"600","1","Y","SINGLE MAIN TRACK","4","339",1,"NS","004215",1,"N","",NA,0,"",1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"7,547","32,000","M303","",0,0,0,0,"M303",1,"4",40,"39,547",NA,"47C047",0,0,0,1,0,1,0,1,20,1,20,1,3,NA,"1",NA,"",NA,"103",NA,2025,0,0,0,0,0,0,"FAYETTE",47,NA,NA,NA,"N","1376",2,"NS TRAIN A95AB04 STRUCK A LOWBOY ON THE HWY-GRADE CROSSING. CREW OK, DRIVER ABLE TO EXIT BEFORE IMPA","CT.","","","","","","","","","","","","","",0,35.06234,-89.400328,1,1,"D","","","GULF"
25,6,"CSX","000225363",NA,NA,"","",25,6,"CSX","000225363",NA,"",25,6,8,4,5,"PM",1,0,0,0,0,NA,"CUMBERLAND","0178.0",24,70,2,3,0,"E","",4,"0","5","N","W21","1","0000.0",2,"MULX","200530",1,"N","",NA,0,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"18,066","0","H318","",0,0,0,0,"H318",2,"1",4,"31,454",NA,"24C001",0,0,0,0,0,0,0,NA,NA,NA,NA,1,2,NA,"1",NA,"",NA,"141",NA,2025,0,0,0,0,0,0,"ALLEGANY",1,0,0,NA,"N","50",0,"EMPLOYEE KICKED 6 LOADS INTO W20 RESULTING IN PNWX 92157 SHOVING  OUT WEST END INTO MULX 200530 SIDE","SWIPING AND DERAILING AEND OF PNWX 92157","","","","","","","","","","","","","",0,39.644507,-78.760868,2,5,"","","","CUMBERLAND TERMINAL"
25,6,"CSX","000225363",NA,NA,"","",25,6,"CSX","000225363",NA,"",25,6,8,4,5,"PM",1,0,0,0,0,NA,"CUMBERLAND","0178.0",24,70,2,3,4,"E","Y293",4,"0","7","Y","W20","1","0000.0",2,"PNWX","092157",1,"Y","",NA,0,"",1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,"12,388","1,000","H318","",0,0,0,0,"H318",2,"1",4,"31,454",NA,"24C001",0,0,0,1,0,0,0,1,5,NA,NA,3,2,NA,"1",NA,"",NA,"141",NA,2025,0,0,0,0,0,0,"ALLEGANY",1,0,0,NA,"N","1500",1,"EMPLOYEE KICKED 6 LOADS INTO W20 RESULTING IN PNWX 92157 SHOVING  OUT WEST END INTO MULX 200530 SIDE","SWIPING AND DERAILING AEND OF PNWX 92157","","","","","","","","","","","","","",1,39.644507,-78.760868,2,5,"","","","CUMBERLAND TERMINAL"
25,6,"NAUG","NAUG202502",25,6,"NAUG","NAUG202502",25,6,"NAUG","NAUG202502",NA,"",25,6,29,3,43,"PM",1,0,0,0,0,NA,"LITCHFIELD","16.4",9,86,2,1,12,"R","EXTR",2,"200","2","Y","MAIN","2","0",1,"NAUG","002019",1,"Y","",NA,0,"",1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,"12,800","3,500","M507","",0,0,0,0,"M507",1,"2",12,"16,300",NA,"09C005",0,0,0,2,0,1,0,8,43,8,43,1,1,NA,"3",NA,"",NA,"1,469",NA,2025,0,0,0,0,0,0,"LITCHFIELD",5,NA,NA,NA,"Y","340",2,"NAUG PASSENGER EXTRA NAUG 2019 , CONSISTING OF LOCOMOTIVE NAUG 2019 AND 4 CARS, EXPERIENCED A LOW SP","EED DERAILMENT WHILE PASSING OVER THE EAST LITCHFIELD SWITCH. WHILE OPERATING SOUTHBOUND AT 12 MPH T","HE #3 AXLE OF THE LOCOMOTIVE CLIMBED OVER THE WEST POINT RAIL OF THE SWITCH. THIS WAS FOLLOWED BY TH","E #4 AND #5 AXLES OF THE TRUCK, AS WELL AS THE A-END TRUCK OF THE CREW CAR NAUG 3659. THE B-END
TRU","CK OF NAUG 3659 AND THE B-END TRUCK OF COACH NAUG 5089 BOTH REMAINED ON THE RAIL. ONLY STAFF MEMBERS","WERE ON BOARD THE TRAIN AT THE TIME OF THE INCIDENT AND NO INJURIES WERE REPORTED. THE GEOMETRY OF","THE SWITCH WAS MEASURED. OTHER THAN DAMAGES CAUSED BY THE DERAILMENT, THE SWITCH WAS FOUND TO BE IN","GOOD CONDITION AND WITHIN SPECIFICATIONS. THE #3/4/5 AXLES OF NAUG 2019 WERE 
MEASURED AND FOUND TO","BE IN GOOD CONDITION AND WITHIN SPECIFICATIONS. LOCOMOTIVE EVENT RECORDER WAS DOWNLOADED AND TRAIN","HANDLING WAS RULED OUT AS A POTENTIAL CAUSE. THE CAUSE COULD NOT BE DETERMINED BASED ON ANY SPECIFIC","DEFECT. GIVEN THE LEAD TRUCK OPERATED THROUGH THE SWITCH WITHOUT ISSUE AS DID THE TRAILING TRUCK OF","THE 1ST CAR, IT WOULD SUGGEST THE ISSUE WAS WITH THE #3 WHEELSET HOWEVER NO DEFECTS COULD BE FOUND","WITH WHEELSET. IN ADDITION THE SAME CONSIST TRAVERSED THE SWITCH THE PREVIOUS DAY AT 25MPH, TWICE TH","E SPEED OF THIS INCIDENT. IT IS THE BELIEF OF NAUG THE INCIDENT IS NOT ATTRIBUTABLE TO A SPECIFIC CA","USE AND IS THE COMBINATION OF MULTIPLE NON-CONDEMNABLE SMALL FACTORS.",0,41.763904,-73.118256,2,2,"P","","","TORRINGTON"
25,6,"BNSF","NW0625113",NA,NA,"","",25,6,"BNSF","NW0625113",NA,"",25,6,14,12,26,"AM",1,0,0,0,0,NA,"SPOKANE","67.0",53,60,4,1,6,"R","YSPO",3,"1,560","7","Y","1110","1","0",2,"TTRX","360597",17,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,2,0,0,"25,395","28,528","H607","H702",0,0,0,0,"H607",2,"1",6,"53,923",NA,"53C063",0,0,0,0,0,1,1,NA,NA,1,41,1,8,NA,"1",NA,"",NA,"233",NA,2025,0,0,0,0,0,0,"SPOKANE",63,NA,NA,NA,"N","2835",NA,"YSPO315213 SHOVING YARD TRACK RAN THROUGH A SWITCH, CHANGED DIRECTIONS AND DERAILED 2 RAILCARS DUE T","O FAILURE TO COMPLY WITH RESTRICTED SPEED OR ITS EQUIVALENT NOT IN CONNECTION WITH A BLOCK OR INTERL","OCKING SIGNAL. NO HAZMAT RELEASE.","","","","","","","","","","","","",3,47.672553,-117.322999,2,5,"K","","","SPOKANE"
25,6,"ATK","187169",NA,NA,"","",NA,NA,"BNSF","",NA,"028383L",25,6,21,2,30,"PM",7,0,0,0,0,NA,"SHAFTER","0902.3",6,79,2,1,68,"E","717",4,"0","2","","SINGLE MAIN TRACK","4","0",1,"CDTX","002004",1,"N","",NA,0,"",1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"46,088","0","M308","",0,0,0,0,"M308",1,"4",68,"46,088",NA,"06C029",0,0,0,1,0,1,1,1,18,1,18,1,7,NA,"6",NA,"",NA,"314",NA,2025,0,0,0,0,0,0,"KERN",29,NA,NA,NA,"Y","628",1,"Grade Crossing: Train 717(21) operating with camera equipped locomotive CDTX/2004, 6 cars and CDTX/2","009 struck an occupied semi-truck fouling the public highway crossing at grade for Burbank Ave (USDO","T 028383L) MP 902.3 on the BNSF Bakersfield Subdivision. The driver of the truck was not injured in","the collision.","","","","","","","","","","","",0,35.470684,-119.234224,1,1,"","","","BAKERSFIELD"
25,6,"UP","0625RM007",NA,NA,"","",25,6,"UP","0625RM007",NA,"",25,6,9,8,50,"AM",1,34,0,0,0,NA,"HANNA","662.31",56,45,2,1,35,"E","MNPR",4,"14,878","1","Y","MAIN LINE 2","4","59.3",1,"WRWK","410056",11,"Y","",NA,0,"",3,0,1,0,0,0,0,0,0,0,117,0,58,0,0,20,0,13,0,0,"2,347,026","0","E54C","",0,0,0,0,"E54C",1,"4",35,"3,869,958",NA,"56C007",0,0,0,1,0,1,1,7,15,7,15,3,8,NA,"CL",NA,"",NA,"293",NA,2025,0,0,0,0,0,0,"CARBON",7,0,0,NA,"N","11975",3,"THE MPCNP-08 WAS OPERATING EASTBOUND ON THE LARAMIE SUB, APPROACHING WALCOTT AT MP 662 WHEN THEY DER","AILED THE TTZX864829 DUE TO A FAILED JOURNAL ON THE R3 BEARING SITUATION. THE CREW OPERATING THE WES","TBOUND MNPRO-08 ALSO HAD CARS DERAILED. THE TTZX864829 DAMAGED THE FROG IN THE CP AT WALCOTT.","","","","","","","","","","","","",0,41.759614,-106.853253,1,1,"Q","","","LARAMIE SUB"
25,6,"UP","0625PN004",NA,NA,"","",25,6,"UP","0625PN004",NA,"",25,6,7,4,30,"PM",1,0,0,0,0,NA,"ALTURAS","456",6,86,2,1,4,"E","MKSA",2,"1,492","1","Y","YARD 426","1","",2,"TTZX","863000",53,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,4,0,0,"39,769","10,560","H306","",0,0,0,0,"H306",2,"1",4,"50,329",NA,"06C049",0,0,0,2,0,0,1,8,30,NA,NA,1,7,NA,"CL",NA,"",NA,"164",NA,2025,0,0,0,0,0,0,"MODOC",49,0,0,NA,"N","3877",3,"MKFAL-07 CREW FAILED TO PROTECT THE POINT WHILE YARDING THEIR TRAIN ON A SHOVE MOVE INTO ALTURAS YAR","D. 4 CARS WERE SHOVED OFF THE END OF THE SPUR TRACK AS A RESULT.","","","","","","","","","","","","","",0,41.460858,-120.533439,2,5,"","","","MODOC SUB"
