"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
25,10,"BNSF","CA1025107",NA,NA,"","",25,10,"BNSF","CA1025107",NA,"",25,10,8,11,31,"AM",1,0,0,0,0,NA,"LUCERNE VALLEY","25.8",6,80,2,1,18,"R","WSBD",3,"7,080","4","Y","SINGLE MAIN TRACK","2","0",1,"HZGX","010444",31,"Y","",NA,0,"",2,0,0,0,2,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,"3,129","99,000","T106","",0,0,0,0,"T106",1,"2",18,"102,129",NA,"06C071",0,0,0,1,0,1,0,8,31,8,31,1,7,NA,"1",NA,"",NA,"126",NA,2025,0,0,0,0,0,0,"SAN BERNARDINO",71,NA,NA,NA,"N","3083",2,"W SBDSBD1 08 SHOVING UP HILL DERAILED 1 RAILCAR DUE TO SUPERELEVATION IMPROPER, EXCESSIVE, OR INSUFF","ICIENT. NO HAZMAT RELEASE.","","","","","","","","","","","","","",0,34.369522,-116.913641,2,2,"P","","","LUCERNE VALLEY"
25,10,"UP","1025GP015",NA,NA,"","",25,10,"UP","1025GP015",NA,"",25,10,19,1,25,"AM",4,0,0,0,0,NA,"NORTH PLATTE","286.7",31,29,4,1,4,"E","YNP3",4,"4,184","7","Y","YARD 142","1","",2,"CRDX","015691",3,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,"82,179","0","H406","H307",0,0,0,0,"H406",2,"1",4,"299,096",NA,"31C111",0,0,0,2,0,0,0,1,26,NA,NA,3,6,NA,"CL",NA,"",NA,"271",NA,2025,0,0,0,0,0,0,"LINCOLN",111,0,0,NA,"N","2616",2,"YNP37R-18, LEAD UP316 CREW WAS SHOVING OFF THE NORTH PULLBACK AND DID NOT HAVE SWITCHES LINED PROPER","LY AND SHOVED INTO THE CREW OF THE YNP40R-18 SHOVING OFF THE SOUTH PULLBACK, ACCOUNT FOR YARD CONTRO","LLER NOT HAVING SWITCHES LINED PROPERLY. CARS FROMBOTH TRAINS DERAILED.","","","","","","","","","","","","",3,41.149054,-100.808046,2,5,"K","","","NORTH PLATTE TERMINA"
25,10,"UP","1025GP017",NA,NA,"","",25,10,"UP","1025GP017",NA,"",25,10,21,3,30,"AM",12,0,0,0,0,NA,"NORTH PLATTE","287.12",31,34,4,2,2,"E","YNP4",3,"392","7","Y","YARD 057","1","",2,"UPY","000414",1,"N","",NA,0,"",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,689","11,960","H312","",0,0,0,0,"H312",2,"1",2,"13,649",NA,"31C111",0,0,0,1,0,0,0,4,NA,NA,NA,1,6,NA,"CL",NA,"",NA,"410",NA,2025,0,0,0,0,0,0,"LINCOLN",111,0,0,NA,"N","140",1,"EMPLOYEE WAS INSTRUCTED TO SHOVE CARS INTO BOWL 57 WHILE WORKING THE YNP48R-20. WHILE SHOVING, A CAR","STALLED IN FOUL OF THE 57 SWITCH. THE CREW WENT WITH A LOCOMOTIVE TO MOVE IT, BUT THE LOCOMOTIVE BY","PASSED COUPLERS WITH THE CAR. THE FORCES FROM THECAR AND LOCOMOTIVE BYPASSING COUPLERS CAUSED THE RA","IL TO SPREAD, RESULTING IN DERAILMENT. ONE CAR AND 2 LOCOMOTIVES DERAILED DUE TO RAIL ROLLING UNDERN","EATH THEM.","","","","","","","","","","",1,41.150028,-100.815962,2,5,"K","","","NORTH PLATTE TERMINA"
25,10,"UP","1025TO041",NA,NA,"","",25,10,"UP","1025TO041",NA,"796329K",25,10,31,8,44,"AM",7,4,0,0,0,NA,"MIDLAND","556.3",48,44,2,1,35,"E","IDIL",4,"5,926","1","Y","SINGLE MAIN TRACK","4","53.9",1,"UP","006187",1,"N","",NA,0,"",2,1,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,"5,893","25,000","M302","",0,0,0,0,"M302",1,"4",35,"30,893",NA,"48C329",0,0,0,1,0,1,0,5,14,5,14,1,5,NA,"CL",NA,"",NA,"232",NA,2025,0,0,0,0,0,0,"MIDLAND",329,NA,NA,NA,"N","11018",2,"THE IDILB-30 WAS TRAVERSING WESTBOUND THROUGH THE CITY OF MIDLAND WHEN AN UNOCCUPIED TRAILER WAS STR","UCK AT MP 556.3 AT AROUND 35 MPH AND DRAGGED AROUND 2,000 FEET. NO INJURIES FROM THE CREW WERE REPOR","TED. THE DRIVER WAS NOT INJURED.","","","","","","","","","","","","",0,31.973162,-102.117679,1,1,"Q","","","TOYAH SUB"
25,10,"CSX","000227607",NA,NA,"","",25,10,"CSX","000227607",NA,"",25,10,11,5,45,"AM",4,0,0,0,0,NA,"MONTGOMERY","0489.0",1,70,4,1,2,"E","Y594",2,"0","7","Y","SWITCHING LEAD","1","0000.0",2,"TAMX","001060",1,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,13,0,39,0,0,0,0,2,0,0,"29,899","960","H306","",0,0,0,0,"H306",2,"1",4,"46,447",NA,"01C101",0,0,0,1,0,1,0,10,45,10,45,1,3,NA,"1",NA,"",NA,"217",NA,2025,0,0,0,0,0,0,"MONTGOMERY",101,0,0,NA,"N","3450",1,"Y59410 SHOVING CARS INTO N05 IN A SOUTH DIRECTION WITHOUT PROTECTION RESULTING IN CARS BEING SHOVED","OUT OF N05 ONTO THE SOUTH END SWITCHING LEAD SIDE SWIPING Y29510 WHO WAS SWINGING OUT WITH A CUT OF","CARS ON THE LEAD.","","","","","","","","","","","","",0,32.376041,-86.326437,2,5,"","","","M AND M"
25,10,"UP","1025TO018",NA,NA,"","",25,10,"UP","1025TO018",NA,"",25,10,19,3,30,"PM",12,0,0,0,0,NA,"FORT WORTH","249.5",48,73,2,1,10,"R","YFW1",4,"837","7","Y","YARD 042","1","",2,"TILX","054492",9,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,"2,414","0","M411","",0,0,0,0,"M411",2,"1",10,"35,284",NA,"48C439",0,0,0,1,0,0,0,7,31,NA,NA,1,5,NA,"CL",NA,"",NA,"169",NA,2025,0,0,0,0,0,0,"TARRANT",439,NA,NA,NA,"N","446",1,"YFW12R-19 HUMPED TILX544492 WHICH BYPASSED WITH ROIX59186 IN 42 BOWL, CAUSING BOTH CARS TO DERAIL. S","PEED SHOWS 9.73 REQUESTED AND ACTUAL WAS 10.04 IN THE GROUP RETARDER.","","","","","","","","","","","","","",1,32.720754,-97.381053,2,5,"L","","","DALLAS SUB"
25,10,"NIRC","9419003042",NA,NA,"","",25,10,"CN","1732848",NA,"",25,10,23,8,50,"AM",12,0,0,0,0,NA,"MT PROSPECT","25.8",17,50,2,1,50,"E","112",2,"0","C","Y","MAIN #1","4","58.7",1,"METX","008513",1,"Y","",NA,0,"",0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"37,947","0","M404","T205",0,0,0,0,"M404",1,"4",50,"37,947",NA,"17C031",0,0,0,1,0,1,1,1,36,1,36,1,4,NA,"3",NA,"",NA,"112",NA,2025,0,0,0,0,0,0,"COOK",31,NA,NA,NA,"Y","600",1,"NCS TRAIN #112 STRUCK A LOOSE TIE THAT CAME UP ON A CN OWNED CROSSING. EXTENSIVE DAMAGE AND NO INJUR","IES REPORTED","","","","","","","","","","","","","",0,42.080591,-87.902755,1,1,"J","Q","","ANTIOCH"
25,10,"CNRW","1731224",NA,NA,"","",25,10,"CNRW","1731224",NA,"",25,10,9,12,20,"AM",1,80,18,2,25,NA,"NORA","135.1",17,42,4,1,48,"R","U 70",2,"11,604","1","Y","MAIN TRACK","3","12.60",1,"CTCX","208904",76,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,82,0,0,0,0,15,0,0,0,0,"2,263,463","1,388,000","T221","",0,0,0,0,"T221",1,"3",48,"3,651,463",NA,"17C085",0,0,0,1,0,1,0,3,52,2,52,1,4,NA,"1",NA,"",NA,"297",NA,2025,0,0,0,0,0,0,"JO DAVIESS",85,NA,NA,NA,"N","4959",2,"THE CREW OF TRAIN U70491-08 REPORTED THAT THE TRAIN STARTED TO SHAKE AND THEN GO INTO EMERGENCY. UPO","N INSPECTION THEY NOTED MULTIPLY ETHYL ALCOHOL CARS HAD DERAILED, THE INVESTIGATION REVEALED THAT BR","OKEN RAIL WAS THE CAUSE OF THE DERAILMENT. DRUG AND ALCOHOL TEST WILL BE PROVIDED ONCE AVAILABLE,","","","","","","","","","","","","",0,42.455978,-89.945598,1,1,"Q","","","DUBUQUE"
25,10,"UP","1025TO005",NA,NA,"","",25,10,"UP","1025TO005",NA,"795414W",25,10,3,11,21,"PM",7,17,0,0,0,NA,"ROSCOE","454.86",48,76,4,1,34,"R","MFWE",4,"8,435","1","Y","SINGLE MAIN TRACK","3","56.2",1,"UP","007828",1,"N","",NA,0,"",3,0,0,0,0,0,0,0,0,0,63,0,22,0,0,0,0,0,0,0,"190","28,000","M302","",0,0,0,0,"M302",1,"3",34,"28,190",NA,"48C353",0,0,0,1,0,1,0,NA,46,NA,46,1,5,NA,"CL",NA,"",NA,"292",NA,2025,0,0,0,0,0,0,"NOLAN",353,NA,NA,NA,"N","5462",2,"TRAIN MFWEP-03 STRUCK UNOCCUPIED VEHICLE. HIGHWAY USER DEPARTED HIGHWAY WESTBOUND ON FRONTAGE ROAD,","RUNNING THROUGH DITCH AND AFTER COLLIDING WITH CROSSING GATE, CAME TO A STOP ON CROSSING AFTER BEING","INVOLVED IN PREVIOUS VEHICLE ACCIDENT. VEHICLE WAS UNOCCUPIED AND THE DRIVER WAS NOT FOUND.","","","","","","","","","","","","",0,32.450012,-100.519471,1,1,"Q","J","","TOYAH SUB"
25,10,"CSX","000227681",NA,NA,"","",25,10,"CSX","000227681",NA,"",25,10,14,1,10,"AM",1,0,0,0,0,NA,"BREWTON","0598.0",1,62,4,1,5,"R","L697",2,"6,720","1","Y","KEEGO STORAGE TRK","1","0000.0",3,"MWCX","482794",23,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,4,0,0,0,0,"166,309","26,192","T221","",0,0,0,0,"T221",3,"1",5,"192,501",NA,"01C053",0,0,0,1,0,1,0,6,10,6,10,1,3,NA,"1",NA,"",NA,"156",NA,2025,0,0,0,0,0,0,"ESCAMBIA",53,0,0,NA,"N","2592",1,"L69713 PULLING CARS OUT OF KEEGO STORAGE TRACK BEFORE RAIL BROKE APPROX. 80 SOUTH OF ROAD CROSSING.","LARGE SECTION OF BALL BROKE OFF CAUSING CARS TO DERAIL.","","","","","","","","","","","","","",0,31.060507,-87.127852,2,5,"","","","M AND M"
25,10,"CSX","000227607",NA,NA,"","",25,10,"CSX","000227607",NA,"",25,10,11,5,45,"AM",4,0,0,0,0,NA,"MONTGOMERY","0489.0",1,70,4,1,4,"E","Y295",2,"0","7","Y","SE LEAD","1","0000.0",2,"NOKL","733194",3,"N","",NA,0,"",1,0,0,0,0,0,0,0,0,0,7,0,26,0,0,0,0,1,0,0,"15,588","0","H306","",0,0,0,0,"H306",2,"1",4,"46,447",NA,"01C101",0,0,0,1,0,0,0,10,45,NA,NA,3,3,NA,"1",NA,"",NA,"217",NA,2025,0,0,0,0,0,0,"MONTGOMERY",101,0,0,NA,"N","1020",0,"Y59410 SHOVING CARS INTO N05 IN A SOUTH DIRECTION WITHOUT PROTECTION RESULTING IN CARS BEING SHOVED","OUT OF N05 ONTO THE SOUTH END SWITCHING LEAD SIDE SWIPING Y29510 WHO WAS SWINGING OUT WITH A CUT OF","CARS ON THE LEAD.","","","","","","","","","","","","",1,32.376041,-86.326437,2,5,"","","","M AND M"
25,10,"UP","1025SX004",NA,NA,"","",25,10,"UP","1025SX004",NA,"",25,10,4,11,33,"PM",1,0,0,0,0,NA,"BRYAN","109.5",48,72,4,1,29,"E","MFWE",2,"9,408","1","Y","SINGLE MAIN TRACK","3","9.1",1,"ETTX","708547",35,"Y","",NA,0,"",5,0,0,0,0,0,0,0,0,0,76,0,50,0,0,14,0,5,0,0,"2,295,594","521,598","H503","H518",0,0,0,0,"H503",1,"3",29,"2,817,192",NA,"48C395",0,0,0,1,0,1,0,3,13,3,13,1,5,NA,"CL",NA,"",NA,"181",NA,2025,0,0,0,0,0,0,"ROBERTSON",395,0,0,NA,"N","9554",2,"THE MFWEWB-04 WAS TRAVELING SOUTHBOUND AT 29 MPH WHEN THE ENGINEER DID A RAPID REDUCTION OF THE THRO","TTLE AND ADVANCED INTO HEAVY DYNAMICS, CAUSING THE TRAIN TO DERAIL 19 TOTAL CARS.","","","","","","","","","","","","","",0,30.763117,-96.479722,1,1,"D","","","BRYAN SUB"
25,10,"BNSF","HL1025113",NA,NA,"","",25,10,"BNSF","HL1025113",NA,"",25,10,21,8,30,"AM",13,0,0,0,0,NA,"COUNCIL BLUFFS","480.4",19,47,1,1,10,"E","JTAM",3,"7","A","Y","SINGLE MAIN TRACK","2","1.76",1,"BNXX","530087",1,"N","",NA,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"15,054","0","H997","",0,0,0,0,"H997",1,"2",10,"15,054",NA,"19C155",0,0,0,1,0,0,0,2,30,NA,NA,1,6,NA,"1",NA,"",NA,"187",NA,2025,0,0,0,0,0,0,"POTTAWATTAMIE",155,0,0,NA,"N","16",1,"MOW TP05 NIPPER TAMPER WAS TRAVERSING ON SINGLE MAIN TRACK AND OPERATOR FAILED TO VERIFY WORK HEADS","WERE SECURED AND STRUCK THE CROSSING AND CAUSING DAMAGE TO MACHINE. NO HAZMAT RELEASED.","","","","","","","","","","","","","",0,41.247248,-95.818604,2,2,"P","","","BAYARD"
25,10,"NS","161550",NA,NA,"","",25,10,"NS","161550",NA,"",25,10,26,4,40,"PM",12,0,0,0,0,NA,"CONWAY","23",42,49,3,1,1,"E","HZ28",4,"0","7","Y","WC32","2","",2,"NS","003091",2,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,"2,485","350","H308","",0,0,0,0,"H308",2,"2",2,"12,432",NA,"42C007",0,0,0,0,0,0,1,NA,NA,NA,NA,3,2,NA,"1",NA,"",NA,"158",NA,2025,0,0,0,0,0,0,"BEAVER",7,NA,NA,NA,"N","2357",1,"FREE ROLLING CARS BEING HUMPED INTO WC34 RAN INTO THE SIDE OF HZ28 STRIKING NS 3091 THAT WAS ON THE","SWITCHING LEAD IN THE BOWL, ATTACHED TO WC32. NO INJURIES.","","","","","","","","","","","","","",3,40.672362,-80.251826,2,5,"K","","","FORT WAYNE LINE"
25,10,"UP","1025GP017",NA,NA,"","",25,10,"UP","1025GP017",NA,"",25,10,21,3,30,"AM",12,0,0,0,0,NA,"NORTH PLATTE","287.12",31,34,4,2,0,"E","",NA,"142","5","N","YARD 057","1","",2,"CRDX","023316",1,"N","",NA,0,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0","0","H312","",0,0,0,0,"H312",2,"1",2,"13,649",NA,"31C111",0,0,0,0,0,0,0,NA,NA,NA,NA,3,6,NA,"CL",NA,"",NA,"410",NA,2025,0,0,0,0,0,0,"LINCOLN",111,0,0,NA,"N","42",0,"EMPLOYEE WAS INSTRUCTED TO SHOVE CARS INTO BOWL 57 WHILE WORKING THE YNP48R-20. WHILE SHOVING, A CAR","STALLED IN FOUL OF THE 57 SWITCH. THE CREW WENT WITH A LOCOMOTIVE TO MOVE IT, BUT THE LOCOMOTIVE BY","PASSED COUPLERS WITH THE CAR. THE FORCES FROM THECAR AND LOCOMOTIVE BYPASSING COUPLERS CAUSED THE RA","IL TO SPREAD, RESULTING IN DERAILMENT. ONE CAR AND 2 LOCOMOTIVES DERAILED DUE TO RAIL ROLLING UNDERN","EATH THEM.","","","","","","","","","","",0,41.150028,-100.815962,2,5,"K","","","NORTH PLATTE TERMINA"
25,10,"UP","1025TO018",NA,NA,"","",25,10,"UP","1025TO018",NA,"",25,10,19,3,30,"PM",12,0,0,0,0,NA,"FORT WORTH","249.5",48,73,2,1,0,"E","",NA,"129","5","N","YARD 042","1","",2,"ROIX","059186",1,"Y","",NA,0,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"32,870","0","M411","",0,0,0,0,"M411",2,"1",10,"35,284",NA,"48C439",0,0,0,0,0,0,0,NA,NA,NA,NA,3,5,NA,"CL",NA,"",NA,"169",NA,2025,0,0,0,0,0,0,"TARRANT",439,NA,NA,NA,"N","65",0,"YFW12R-19 HUMPED TILX544492 WHICH BYPASSED WITH ROIX59186 IN 42 BOWL, CAUSING BOTH CARS TO DERAIL. S","PEED SHOWS 9.73 REQUESTED AND ACTUAL WAS 10.04 IN THE GROUP RETARDER.","","","","","","","","","","","","","",1,32.720754,-97.381053,2,5,"L","","","DALLAS SUB"
25,10,"NS","161550",NA,NA,"","",25,10,"NS","161550",NA,"",25,10,26,4,40,"PM",12,0,0,0,0,NA,"CONWAY","23",42,49,3,1,2,"E","NOTR",4,"0","6","N","WC34","2","",2,"STAX","020809",1,"Y","",NA,0,"",0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,1,0,0,0,0,"9,597","0","H308","",0,0,0,0,"H308",2,"2",2,"12,432",NA,"42C007",0,0,0,0,0,0,0,NA,NA,NA,NA,1,2,NA,"1",NA,"",NA,"158",NA,2025,0,0,0,0,0,0,"BEAVER",7,NA,NA,NA,"N","1920",NA,"FREE ROLLING CARS BEING HUMPED INTO WC34 RAN INTO THE SIDE OF HZ28 STRIKING NS 3091 THAT WAS ON THE","SWITCHING LEAD IN THE BOWL, ATTACHED TO WC32. NO INJURIES.","","","","","","","","","","","","","",0,40.672362,-80.251826,2,5,"K","","","FORT WAYNE LINE"
25,10,"NS","161430",NA,NA,"","",25,10,"VM","INDUSTRY",NA,"",25,10,12,1,30,"PM",13,0,0,0,0,NA,"CALERA","133.00",1,85,2,1,5,"E","NOTR",2,"0","6","Y","VULCAN INDUSTRY","1","",4,"HKRX","050181",1,"Y","",NA,0,"",0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,2,0,0,0,0,"15,036","0","H306","",0,0,0,0,"H306",4,"1",5,"15,036",NA,"01C117",0,0,0,1,0,1,0,11,59,11,56,1,3,NA,"1",NA,"",NA,"423",NA,2025,0,0,0,0,0,0,"SHELBY",117,0,0,NA,"N","3897",NA,"TRAIN A29 WHILE IN R25(VULCAN) WAS BUILDING THE ROCK TRAIN, WHILE MAKING A SWITCH ON CARS THAT DID N","OT GO ON SAID TRAIN CONDUCTOR SHOVED BACK A CUT OF CARS. WHILE NOT WATCHING THE BOTTOM SAID CARS RAN","THRU A DIVIDER SWITCH, WHEN PROCEEDING AFTER SETOUT THE CARS STARTED TO DERAIL COMING BACK THRU THE","RAN THRU SWITCH. INCIDENT WAS SELF-REPORTED, TWO CARS DERAILED AND ROUGHLY 1700FT OF TRACK DAMAGED.","THERE WERE NO INJURIES","","","","","","","","","","",0,33.094053,-86.785468,2,5,"K","","","ANNISTON"
25,10,"CNRW","1731588",NA,NA,"","",25,10,"CNRW","1731588",NA,"291388P",25,10,22,10,6,"AM",7,0,0,0,0,NA,"DECATUR","1",17,48,2,1,9,"R","L525",4,"16","1","Y","INDUSTRY TRACK","1","",4,"MBLX","002832",3,"N","",NA,0,"",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"15,000","0","M302","",0,1,0,1,"M302",4,"1",9,"15,000",NA,"17C115",1,0,0,1,0,1,0,6,NA,6,NA,1,4,NA,"1",NA,"",NA,"172",NA,2025,0,1,0,0,0,0,"MACON",115,NA,NA,NA,"N","445",2,"THE CONDUCTOR WAS RIDING THE SHOVE MOVEMENT AT THE CROSSING WHEN A TRUCK TRAILER OPERATOR NEGLECTED","TO YIELD. CONSEQUENTLY, THE RAILCAR THE CONDUCTOR WAS RIDING WAS STRUCK.","","","","","","","","","","","","","",0,39.868219,-88.936578,2,5,"","","","PEORIA"
25,10,"NS","161378",NA,NA,"","",25,10,"NS","161378",NA,"",25,10,8,1,45,"AM",13,0,0,0,0,NA,"KEENSBURG","150",17,57,4,1,6,"R","D69D",4,"16,161","1","Y","DUKE ENERGY LEAD","2","",4,"NS","008020",1,"N","",NA,0,"",1,0,0,0,2,1,0,0,0,0,117,0,0,0,0,2,0,0,0,0,"18,410","1,350","H303","",0,1,0,1,"H303",4,"2",6,"19,760",NA,"17C185",2,0,0,1,0,2,0,6,45,6,45,1,4,NA,"1",NA,"",NA,"243",NA,2025,0,2,0,0,0,0,"WABASH",185,NA,NA,NA,"N","6359",2,"NS TRAIN D69D807 TRAVELING DERAILED LOCOMOTIVE AND TWO LOADED COAL CARS DUE TO RUNNING THROUGH A DER","AIL SWITCH IN THE ON POSITION, CREW WAS INFORMED IT WAS IN THE OFF POSITION. 100 GALLONS OF DIESEL W","AS RELEASED AS A RESULT OF THIS DERAILMENT.","","","","","","","","","","","","",0,38.409386,-87.772921,2,5,"K","","","SOUTHERN WEST"
25,10,"UP","1025MA031",NA,NA,"","",25,10,"UP","1025MA031",NA,"",25,10,25,2,0,"PM",9,0,0,0,0,NA,"PINE BLUFF","263.27",5,60,2,3,7,"E","YPB0",4,"3,717","7","Y","TRACK 110","1","",2,"AOKX","010200",25,"Y","AOKX",10200,25,"Y",2,0,0,0,0,0,0,0,0,0,28,0,3,0,0,6,0,0,0,0,"351,689","173,500","M404","E33C",0,0,0,0,"M404",2,"1",7,"525,189",NA,"05C069",0,0,0,2,0,0,0,7,NA,NA,NA,1,5,NA,"CL",NA,"",NA,"246",NA,2025,0,0,0,0,0,0,"JEFFERSON",69,0,0,NA,"N","1462",2,"A DRAW BAR WAS BETWEEN RAIL AND CREATED AN OBSTRUCTION WHILE THE YPB02R-25 WAS DRAGGING A CUT OF CAR","S FROM TRACK 201 AND ZONE 1 IN A SOUTHWARD DIRECTION. DRAW BAR ON GROUND DID CATCH A CAR BEING DRAGG","ED SOUTHWARD, RESULTING IN A 6-CAR DERAILMENT.","","","","","","","","","","","","",3,34.252285,-91.937128,2,5,"K","","","PINE BLUFF SUB"
25,10,"BNSF","KS1025115",NA,NA,"","",25,10,"BNSF","KS1025115",NA,"",25,10,22,11,0,"AM",13,0,0,0,0,NA,"AMARILLO","553.5",48,71,2,1,2,"E","YAMA",3,"12,461","7","Y","0603","1","0",2,"BNSF","001764",1,"","BNSF",1764,1,"",2,0,0,0,0,0,0,0,0,0,86,0,32,0,0,0,0,0,0,0,"0","24,998","E99L","",0,0,0,0,"E99L",2,"1",2,"24,998",NA,"48C375",0,0,0,0,0,2,1,NA,NA,3,8,1,5,NA,"1",NA,"",NA,"198",NA,2025,0,0,0,0,0,0,"POTTER",375,NA,NA,NA,"N","7259",0,"Y-AMA1012-22A WAS OPERATING RCO AND BNSF 1764 KEPT MALFUNCTIONING WITH WHEEL SLIP CAUSING SIGNIFICAN","T DAMAGE TO RAIL. DUE TO OTHER MECHANICAL AND ELECTRICAL FAILURES (LOCOMOTIVE) NO HAZMAT RELEASED.","","","","","","","","","","","","","",3,35.200964,-101.828572,2,5,"K","","","HEREFORD"
25,10,"KNWA","251009003",NA,NA,"","",25,10,"XXSE","INDUSTRY",NA,"",25,10,9,4,58,"PM",1,0,0,0,0,NA,"BELVA","11.5",54,63,2,1,9,"R","KN33",1,"15,301","1","Y","SINGLE MAIN","1",".54",1,"FURX","939521",29,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,107,0,0,0,0,13,0,0,0,0,"599,785","100,000","T220","T205",0,0,0,0,"T220",1,"1",9,"699,785",NA,"54C067",0,0,0,1,0,1,0,9,58,9,58,1,2,NA,"3",NA,"",NA,"493",NA,2025,0,0,0,0,0,0,"NICHOLAS",67,NA,NA,NA,"N","5680",1,"ON 10/9/2025 AT APPROXIMATELY 1658 EST, A KNWA TRACK INSPECTOR CALLED IN A DERAILMENT FOR THE KN33B","AT MP 11.5 ON THE VAUGHAN SUBDIVISION. WHILE TRAVELING NORTH, A RAIL BROKE UNDER THE TRAIN APPROXIMA","TELY 27 CARS DEEP CAUSING THE GAGE TO WIDEN ENOUGH TO INITIATE THE DERAILMENT. IN TOTAL, 13 LOADED C","OAL CARS WERE DERAILED WITH 8 REMAINING UPRIGHT AND 5 BEING ON THEIR SIDE SPILLING THEIR CONTENTS IN","TO A FIELD. TRACK MAINTENANCE AT THIS LOCATION IS THE RESPONSIBILITY OF SCREAMING EAGLE COAL.","","","","","","","","","","",0,38.26142,-81.150121,2,2,"P","","","VAUGHAN"
25,10,"CSX","000227649",NA,NA,"","",25,10,"CSX","000227649",NA,"",25,10,12,6,55,"PM",1,0,0,0,0,NA,"SUMMIT POINT","0019.9",54,60,3,2,16,"E","B495",3,"1,977","1","Y","SINGLE MAIN TRACK","2","0001.2",1,"ERRX","013179",22,"Y","",NA,0,"",2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,11,0,0,0,0,"393,333","81,600","T220","",0,0,0,0,"T220",1,"2",16,"474,933",NA,"54C037",0,0,0,1,0,1,0,3,40,3,40,1,2,NA,"1",NA,"",NA,"103",NA,2025,0,0,0,0,0,0,"JEFFERSON",37,0,0,NA,"N","3403",2,"B49512 DERAILED DUE TO NORTH SIDE RAIL BROKE AT BAD 19.9. THIS WAS DETERMINED BY RUST ON BREAK SURFA","CE.","","","","","","","","","","","","","",0,39.243888,-77.994729,2,2,"","","","SHENANDOAH"
